,Features,Score,coeff_r
0,FirstServePointsWon_FirstServeReturnPointsWon_SecondServePointsWon_SecondServeReturnPointsWon_Aces_BreakPointsConverted_BreakPointsOpportunities_BreakPointsSaved_ReturnGamesWon_ReturnPointsWon_ServiceGamesWon_TotalPointsWon_TotalServicePointsWon,0.8183881377857449,0.9061653876088324
